name,entry_type,category,status,expected_type,default,values_constraints,canonical_field_target,aliases,effect_role,remarks,sources,source_inventory
inletKBT,params_canonical_field,Entrées/sorties — injection,existant catalogue 0292,double,-1.0,négatif => hérite de kBT; sinon >0 recommandé,inletKBT,,Température cinétique imposée aux particules injectées.,"Si inletThermalNoise>0 et inletKBT<0, kBT doit être >0.",simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletRandomizeTangential,params_canonical_field,Entrées/sorties — injection,existant catalogue 0292,booléen,true,booléen: true/1/yes/on ou false/0/no/off,inletRandomizeTangential,inletRandomizeTransverse; inletRandomizeY; injectRandomY,Randomise la coordonnée tangentielle des particules injectées.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletReinjectBackflow,params_canonical_field,Entrées/sorties — injection,existant catalogue 0292,booléen,true,booléen: true/1/yes/on ou false/0/no/off,inletReinjectBackflow,reinjectBackflow,Réinjecte les particules traversant une entrée dans le mauvais sens au lieu de les laisser sortir.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletSlabCells,params_canonical_field,Entrées/sorties — injection,existant catalogue 0292,double,1.0,> 0,inletSlabCells,inletInjectionSlabCells,Épaisseur de la dalle d’injection en nombre de cellules locales.,Utilisé dans les modes de recyclage/injection en slab.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletThermalNoise,params_canonical_field,Entrées/sorties — injection,existant catalogue 0292,double,1.0,>= 0,inletThermalNoise,,Amplitude du bruit thermique Maxwellien ajouté à l’inlet; 0 donne une vitesse déterministe.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
openBoundaryOutletForcedLayerCells,params_canonical_field,Entrées/sorties — modes outlet,existant catalogue 0292,entier,1,>= 1,openBoundaryOutletForcedLayerCells,,"Épaisseur de la zone d’extraction forcée, en nombre de cellules à partir de la face outlet.",Utilisé en forced_flux/equilibrium_flux pour sélectionner l’épaisseur de couche outlet où la masse/les particules peuvent être extraites. Les scripts de démo peuvent choisir 3 par défaut.,simulation_params.h; params_io_base.cpp; cuda_classic_src_io_resident_0263.cu; patch 0291,src_mpcd_params_catalogue_0292_cuda.csv
openBoundaryOutletForcedMassFlux,params_canonical_field,Entrées/sorties — modes outlet,existant catalogue 0292,double,0.0,>= 0; unités masse / temps simulation,openBoundaryOutletForcedMassFlux,,"Flux de masse sortant imposé par l’utilisateur, découplé du flux inlet.",Utilisé si openBoundaryOutletMode=forced_flux et aucun flux particulaire prioritaire n’est donné. Masse extraite par step = flux * dt.,simulation_params.h; params_io_base.cpp; cuda_classic_src_io_resident_0263.cu; patch 0291,src_mpcd_params_catalogue_0292_cuda.csv
openBoundaryOutletForcedMassPerStep,params_canonical_field,Entrées/sorties — modes outlet,existant catalogue 0292,double,0.0,>= 0; masse / step,openBoundaryOutletForcedMassPerStep,,Masse cible à extraire à chaque step dans la couche outlet.,Utilisé si openBoundaryOutletMode=forced_flux et si aucun flux particulaire prioritaire n’est donné. Prioritaire sur openBoundaryOutletForcedMassFlux pour la masse.,simulation_params.h; params_io_base.cpp; cuda_classic_src_io_resident_0263.cu; patch 0291,src_mpcd_params_catalogue_0292_cuda.csv
openBoundaryOutletForcedParticleFlux,params_canonical_field,Entrées/sorties — modes outlet,existant catalogue 0292,double,0.0,>= 0; particules / temps simulation,openBoundaryOutletForcedParticleFlux,,"Flux particulaire sortant imposé par l’utilisateur, découplé du flux inlet.","Utilisé si openBoundaryOutletMode=forced_flux. Nombre extrait par step = flux * dt, arrondi selon l’implémentation. Les paramètres particulaires sont prioritaires sur les paramètres massiques.",simulation_params.h; params_io_base.cpp; cuda_classic_src_io_resident_0263.cu; patch 0291,src_mpcd_params_catalogue_0292_cuda.csv
openBoundaryOutletForcedParticlesPerStep,params_canonical_field,Entrées/sorties — modes outlet,existant catalogue 0292,entier,0,>= 0; particules / step,openBoundaryOutletForcedParticlesPerStep,,Nombre cible de particules à extraire à chaque step dans la couche outlet.,Utilisé si openBoundaryOutletMode=forced_flux. Prioritaire sur openBoundaryOutletForcedParticleFlux et sur les paramètres massiques. 0 désactive l’extraction forcée si aucun autre flux positif n’est donné.,simulation_params.h; params_io_base.cpp; cuda_classic_src_io_resident_0263.cu; patch 0291,src_mpcd_params_catalogue_0292_cuda.csv
openBoundaryOutletMode,params_canonical_field,Entrées/sorties — modes outlet,existant catalogue 0292,enum string,balanced_flux historique Q6; utiliser explicitement neumann/equilibrium_flux/forced_flux pour SRC classic 0291+,SRC classic 0291+: neumann; equilibrium_flux; forced_flux. Q6/open-boundary historique: balanced_flux; prescribed_flux; balanced; prescribed; dirichlet; neumann; free; zero_gradient; zero_normal_gradient; hybrid; neumann_feedback; hybrid_feedback.,openBoundaryOutletMode,openOutletBoundaryMode; outletBoundaryMode; q6q9OutletBoundaryMode,"Choisit le régime de sortie: sortie passive, extraction équilibrée ou extraction forcée utilisateur pour SRC classic; conserve aussi les politiques Q6 open-boundary historiques.",SRC classic CUDA 0291+: appliqué aux outlets full-face et segmentés. forced_flux est indépendant de l’inlet et nécessite un paramètre openBoundaryOutletForced* positif. equilibrium_flux tente une extraction équilibrante couplée au gain net du step. neumann laisse sortir passivement. Les modes Q6 historiques restent disponibles pour la projection open-boundary.,simulation_params.h; params_io_base.cpp; cuda_classic_src_io_resident_0263.cu; patches 0291/0291b,src_mpcd_params_catalogue_0292_cuda.csv
inletVelocitySpatialProfile,params_canonical_field,Entrées/sorties — profil spatial,existant catalogue 0292,enum string,uniform,uniform; poiseuille_y; poiseuille_y_mean; poiseuille_y_max; flat_taper_y; flat_taper_y_mean,inletVelocitySpatialProfile,inletSpatialProfile; inletProfile; openBoundaryVelocityProfile,Profil spatial de vitesse/flux imposé sur les entrées.,Les tirets sont normalisés en underscores.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletVelocityWallTaperCells,params_canonical_field,Entrées/sorties — profil spatial,existant catalogue 0292,double,2.0,>= 0,inletVelocityWallTaperCells,inletWallTaperCells; openBoundaryVelocityWallTaperCells,"Largeur du lissage/taper près des murs, exprimée en cellules.",Utilisé par les profils flat_taper_y.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletVelocityRampEnable,params_canonical_field,Entrées/sorties — rampe,existant catalogue 0292,booléen,false,booléen: true/1/yes/on ou false/0/no/off,inletVelocityRampEnable,inletRampEnable,Active une rampe temporelle multiplicative sur les vitesses/flux d’entrée.,,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletVelocityRampEndTime,params_canonical_field,Entrées/sorties — rampe,existant catalogue 0292,double,0.0,nombre réel fini,inletVelocityRampEndTime,inletRampEndTime,Temps de fin de la rampe d’entrée.,"Si rampe active, EndTime >= StartTime.",simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletVelocityRampFinalFactor,params_canonical_field,Entrées/sorties — rampe,existant catalogue 0292,double,1.0,nombre réel fini,inletVelocityRampFinalFactor,inletRampFinalFactor,Facteur multiplicatif final de vitesse/flux d’entrée.,Si rampe active.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletVelocityRampInitialFactor,params_canonical_field,Entrées/sorties — rampe,existant catalogue 0292,double,0.0,nombre réel fini,inletVelocityRampInitialFactor,inletRampInitialFactor,Facteur multiplicatif initial de vitesse/flux d’entrée.,Si rampe active.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletVelocityRampProfile,params_canonical_field,Entrées/sorties — rampe,existant catalogue 0292,enum string,linear,linear; smoothstep,inletVelocityRampProfile,inletRampProfile,Loi d’interpolation temporelle de la rampe.,Si rampe active.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletVelocityRampStartTime,params_canonical_field,Entrées/sorties — rampe,existant catalogue 0292,double,0.0,nombre réel fini,inletVelocityRampStartTime,inletRampStartTime,Temps de début de la rampe d’entrée.,"Si rampe active, EndTime >= StartTime.",simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletHardCellThermalRescale,params_canonical_field,Entrées/sorties — réservoir dur,existant catalogue 0292,booléen,true,booléen: true/1/yes/on ou false/0/no/off,inletHardCellThermalRescale,,Rescale les fluctuations thermiques de la cellule d’entrée.,Mode hard_cell_density.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletHardCellVelocityMean,params_canonical_field,Entrées/sorties — réservoir dur,existant catalogue 0292,booléen,true,booléen: true/1/yes/on ou false/0/no/off,inletHardCellVelocityMean,,Recentre les vitesses injectées pour imposer exactement la moyenne de cellule.,Mode hard_cell_density.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletReservoirCells,params_canonical_field,Entrées/sorties — réservoir dur,existant catalogue 0292,entier,1,> 0 si hard_cell_density,inletReservoirCells,inletDensityCells,Épaisseur du réservoir d’entrée en nombre de cellules.,Utilisé par le mode hard_cell_density.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletReservoirMode,params_canonical_field,Entrées/sorties — réservoir dur,existant catalogue 0292,enum string,recycle,recycle; cuda_recycle; thin_slab; hard_cell_density; hard_density; hard; cell_density; default,inletReservoirMode,,Mode de réservoir d’entrée; les alias cuda_recycle/thin_slab sont normalisés vers recycle.,hard_cell_density exige inletReservoirCells>0 et inletTargetOccupancy>0.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletTargetOccupancy,params_canonical_field,Entrées/sorties — réservoir dur,existant catalogue 0292,entier,0,> 0 si hard_cell_density,inletTargetOccupancy,inletTargetN; inletGamma,Nombre cible de particules par cellule de réservoir dur.,Souvent choisi égal à gamma.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
openBoundarySegmentCount,params_canonical_field,Entrées/sorties — segments,existant catalogue 0292,entier,0,0 si désactivé; 1..16 si activé,openBoundarySegmentCount,,Nombre de segments ouverts définis.,Limite codée: 16 segments.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
openBoundarySegmentK,params_canonical_field,Entrées/sorties — segments,existant catalogue 0292,record,(aucun),"face mode sMin sMax ux uy type mass; face={left,right,bottom,top}; mode=inlet/input/outlet/output/open; 0<=sMin<sMax<=1; mass>0",openBoundarySegmentK,openBoundarySegment0 ... openBoundarySegment{N-1},Déclaration d’un segment relatif sur une face solide/specular/bounceback.,N=openBoundarySegmentCount. Les segments d’une même face ne doivent pas se chevaucher.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
openBoundarySegmentsEnable,params_canonical_field,Entrées/sorties — segments,existant catalogue 0292,booléen,false,booléen: true/1/yes/on ou false/0/no/off,openBoundarySegmentsEnable,,Active les segments compacts inlet/outlet sur des faces autrement wall-like.,"Si true, openBoundarySegmentCount>0 et chaque openBoundarySegmentK requis.",simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
openBoundaryOutletFeedbackGain,params_canonical_field,Entrées/sorties — sortie Q6,existant catalogue 0292,double,0.0,"[0,1]",openBoundaryOutletFeedbackGain,outletFeedbackGain; openOutletFeedbackGain; openBoundaryOutletMassFeedbackGain,Gain du feedback global outlet-only sur le déséquilibre de flux.,Utilisé uniquement en mode hybrid/neumann_feedback/hybrid_feedback.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
openBoundaryOutletHybridBlend,params_canonical_field,Entrées/sorties — sortie Q6,existant catalogue 0292,double,0.0,"[0,1]",openBoundaryOutletHybridBlend,outletHybridBlend; openOutletHybridBlend,Mélange entre profil local Neumann et profil équilibré.,"Utilisé uniquement en mode hybrid; pour sorties segmentées hybrid, doit rester 0.",simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletUx,params_canonical_field,Entrées/sorties — vitesse,existant catalogue 0292,double,(non stocké),nombre réel fini,inletUx,inletVelocityX,Alias global pour la composante x de vitesse d’entrée.,Applique la même valeur à inletUxLeft/Right/Bottom/Top.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletUxBottom,params_canonical_field,Entrées/sorties — vitesse,existant catalogue 0292,double,0.0,nombre réel fini,inletUxBottom,,Composante x de la vitesse prescrite sur l’entrée bottom.,Utilisé par les faces inlet et les segments d’inlet selon le cas.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletUxLeft,params_canonical_field,Entrées/sorties — vitesse,existant catalogue 0292,double,0.0,nombre réel fini,inletUxLeft,,Composante x de la vitesse prescrite sur l’entrée left.,Utilisé par les faces inlet et les segments d’inlet selon le cas.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletUxRight,params_canonical_field,Entrées/sorties — vitesse,existant catalogue 0292,double,0.0,nombre réel fini,inletUxRight,,Composante x de la vitesse prescrite sur l’entrée right.,Utilisé par les faces inlet et les segments d’inlet selon le cas.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletUxTop,params_canonical_field,Entrées/sorties — vitesse,existant catalogue 0292,double,0.0,nombre réel fini,inletUxTop,,Composante x de la vitesse prescrite sur l’entrée top.,Utilisé par les faces inlet et les segments d’inlet selon le cas.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletUy,params_canonical_field,Entrées/sorties — vitesse,existant catalogue 0292,double,(non stocké),nombre réel fini,inletUy,inletVelocityY,Alias global pour la composante y de vitesse d’entrée.,Applique la même valeur à inletUyLeft/Right/Bottom/Top.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletUyBottom,params_canonical_field,Entrées/sorties — vitesse,existant catalogue 0292,double,0.0,nombre réel fini,inletUyBottom,,Composante y de la vitesse prescrite sur l’entrée bottom.,Utilisé par les faces inlet et les segments d’inlet selon le cas.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletUyLeft,params_canonical_field,Entrées/sorties — vitesse,existant catalogue 0292,double,0.0,nombre réel fini,inletUyLeft,,Composante y de la vitesse prescrite sur l’entrée left.,Utilisé par les faces inlet et les segments d’inlet selon le cas.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletUyRight,params_canonical_field,Entrées/sorties — vitesse,existant catalogue 0292,double,0.0,nombre réel fini,inletUyRight,,Composante y de la vitesse prescrite sur l’entrée right.,Utilisé par les faces inlet et les segments d’inlet selon le cas.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
inletUyTop,params_canonical_field,Entrées/sorties — vitesse,existant catalogue 0292,double,0.0,nombre réel fini,inletUyTop,,Composante y de la vitesse prescrite sur l’entrée top.,Utilisé par les faces inlet et les segments d’inlet selon le cas.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
taylorGreenForcingAmplitude,params_canonical_field,Forçage Taylor–Green,existant catalogue 0292,double,0.0,>= 0,taylorGreenForcingAmplitude,tgForcingAmplitude; tgForceAmplitude,Amplitude A du forçage Taylor–Green.,Utilisé seulement si taylorGreenForcingEnable=true.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
taylorGreenForcingEnable,params_canonical_field,Forçage Taylor–Green,existant catalogue 0292,booléen,false,booléen: true/1/yes/on ou false/0/no/off,taylorGreenForcingEnable,tgForcingEnable,Active un forçage corporel périodique divergence-free de type Taylor–Green.,Restreint aux domaines périodiques x et y.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
taylorGreenForcingModeX,params_canonical_field,Forçage Taylor–Green,existant catalogue 0292,entier,1,> 0,taylorGreenForcingModeX,tgForcingModeX,Nombre d’onde entier en x du forçage Taylor–Green.,Utilisé seulement si taylorGreenForcingEnable=true.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
taylorGreenForcingModeY,params_canonical_field,Forçage Taylor–Green,existant catalogue 0292,entier,1,> 0,taylorGreenForcingModeY,tgForcingModeY,Nombre d’onde entier en y du forçage Taylor–Green.,Utilisé seulement si taylorGreenForcingEnable=true.,simulation_params.h; params_io_base.cpp,src_mpcd_params_catalogue_0292_cuda.csv
